X,Y,device_id,Desc_,UpdateDate,UpdateTime,UTCoffset,linear_reference,Route,ImageName,ImageURL,VideoURL,ORG,latitude,longitude,Type,FID,REGION,RECORDED,COMMON_ID,FUNCTION
-10060258.752981,5100216.87274109,59558527,QC - I-80 @ MM 305.4 (Le Claire),20260531,185929,-500,305.366636054666,I-80,QC - I-80 @ MM 305.4 (Le Claire),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/qctv20hd.jpeg,https://video2.iowadot.gov:8888/quadcities/qctv20lb/playlist.m3u8,IADOT,41.59307,-90.372842,Iowa DOT,510634,Quad Cities,Y,QCTV20,General
-10669123.713501,5046750.9996607,59558528,CB - I-29 @ MM 48.9 (I-80W Interchange),20260531,185929,-500,48.9397693958872,I-29,CB - I-29 @ MM 48.9 (I-80W Interchange),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv62hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv62lb/playlist.m3u8,IADOT,41.232871,-95.842369,Iowa DOT,510635,Council Bluffs,Y,CBTV62,General
-10235228.3909005,5114319.46714404,59558530,I-80 @ MM 222.8,20260531,185929,-500,222.809004828192,I-80,I-80 @ MM 222.8,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80TV223hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/80TV223lb/playlist.m3u8,IADOT,41.687746,-91.944621,Iowa DOT,510636,I-80,Y,80TV223,General
-10728432.2891669,5226167.27185202,59558531,WWD - I-29 @ MM 143.7 (Singing Hills Blvd E),20260531,185929,-500,143.697671886851,I-29,WWD - I-29 @ MM 143.7 (Singing Hills Blvd E),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/wwdtv059hd.jpeg,https://video2.iowadot.gov:8888/siouxcity/wwdtv059lb/playlist.m3u8,IADOT,42.433691,-96.375147,Iowa DOT,510637,WWD,Y,WWDTV059,WWD
-10440698.790061,5100148.70103465,59558544,DM - I-80 @ MM 122.2 (60th St),20260531,185929,-500,122.150976251896,I-80,DM - I-80 @ MM 122.2 (60th St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv120hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv120lb/playlist.m3u8,IADOT,41.592612,-93.790393,Iowa DOT,510638,Des Moines,Y,DMTV120,General
-10077227.5169211,5100714.48131072,59558545,QC - I-74 @ MM 0 (I-80),20260531,185929,-500,0.0229241443651404,I-74,QC - I-74 @ MM 0 (I-80),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/qctv19hd.jpeg,https://video2.iowadot.gov:8888/quadcities/qctv19lb/playlist.m3u8,IADOT,41.596413,-90.525275,Iowa DOT,510639,Quad Cities,Y,QCTV19,General
-10462794.0391911,5092768.77384956,59558546,4CF - I-80 @ MM 111.4 (IWZ 3172),20260531,185929,-500,111.125730287085,I-80,4CF - I-80 @ MM 111.4 (IWZ 3172),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/iwz3172lb.jpeg,https://video4.iowadot.gov:8888/ankeny/iwz3172lb/playlist.m3u8,IADOT,41.543012,-93.988878,Iowa DOT,510640,IWZ,Y,IWZ3172,IWZ
-10204838.6151919,5152828.53019733,59558547,CR - I-380 @ MM 17.6 (33rd Ave SW),20260531,185929,-500,17.6312081681196,I-380,CR - I-380 @ MM 17.6 (33rd Ave SW),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/crtv06hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/crtv06lb/playlist.m3u8,IADOT,41.945563,-91.671625,Iowa DOT,510641,Cedar Rapids,Y,CRTV06,General
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_78-00.jpg,,IADOT,41.9641,-92.0278,RWIS,510642,RWIS Cameras,E,RWIS_78,RWIS
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,R78: West Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_78-01.jpg,,IADOT,41.9641,-92.0278,RWIS,510643,RWIS Cameras,E,RWIS_78,RWIS
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,R78: West Exit,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_78-02.jpg,,IADOT,41.9641,-92.0278,RWIS,510644,RWIS Cameras,E,RWIS_78,RWIS
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,R78: US 218 North,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_78-03.jpg,,IADOT,41.9641,-92.0278,RWIS,510645,RWIS Cameras,E,RWIS_78,RWIS
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,R78: US 218 Bridge,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_78-04.jpg,,IADOT,41.9641,-92.0278,RWIS,510646,RWIS Cameras,E,RWIS_78,RWIS
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,R78: US 218 South View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_78-05.jpg,,IADOT,41.9641,-92.0278,RWIS,510647,RWIS Cameras,E,RWIS_78,RWIS
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,R78: East Exit,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_78-06.jpg,,IADOT,41.9641,-92.0278,RWIS,510648,RWIS Cameras,E,RWIS_78,RWIS
-10244487.8348252,5155603.31418439,59558532,RWIS - US 218 S MM 135 @ Van Horne,20260531,185929,-500,132.81569728982,US 218,R78: East View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_78-07.jpg,,IADOT,41.9641,-92.0278,RWIS,510649,RWIS Cameras,E,RWIS_78,RWIS
-10521970.4786214,5085769.62397046,59558533,I-80 @ MM 82.5,20260531,185929,-500,82.5054903678092,I-80,I-80 @ MM 82.5,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv083hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv083lb/playlist.m3u8,IADOT,41.495936,-94.520469,Iowa DOT,510650,I-80,Y,80TV083,General
-10730720.5726196,5234670.07048502,59558534,SC - Gordon Dr @ Court St (42),20260531,185929,-500,,Gordon Dr,SC - Gordon Dr @ Court St (42),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/sctv42hd.jpeg,https://video2.iowadot.gov:8888/siouxcity/sctv42lb/playlist.m3u8,IADOT,42.49004,-96.395703,Iowa DOT,510651,Sioux City,Y,SCTV42,General
-10392413.7382904,5338963.88173961,59558535,D2 - I-35 @ MM 196.3 near Clear Lake (D2TV01),20260531,185929,-500,196.188752695008,I-35,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/Rural/D2TV01.jpg,,IADOT,43.177078,-93.356641,Iowa DOT,510652,Other,E,D2TV01,
-10676248.9401482,5048998.26457212,59558536,CB - I-29 @ MM 52.9 (RR Crossing),20260531,185929,-500,52.9125564339389,I-29,CB - I-29 @ MM 52.9 (RR Crossing),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv68hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv68lb/playlist.m3u8,IADOT,41.248051,-95.906376,Iowa DOT,510653,Council Bluffs,Y,CBTV68,General
-10361314.968745,5113709.21080721,59558537,NW - I-80 @ MM 164 (IA 14),20260531,185929,-500,163.991515506559,I-80,NW - I-80 @ MM 164 (IA 14),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/nwtv03hd.jpeg,https://video4.iowadot.gov:8888/ankeny/nwtv03lb/playlist.m3u8,IADOT,41.683652,-93.077276,Iowa DOT,510654,Newton,Y,NWTV03,General
-10656652.9249059,5062817.68822558,59558538,I-80 @ MM 13.4,20260531,185929,-500,13.441218101669,I-80,I-80 @ MM 13.4,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv014hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv014lb/playlist.m3u8,IADOT,41.341322,-95.730342,Iowa DOT,510655,I-80,Y,80TV014,General
-10401111.2414256,5162193.61107263,59558548,WWD - US 30 @ MM 157.6 (S 19th St),20260531,185929,-500,157.604071334965,US 30,WWD - US 30 @ MM 157.6 (S 19th St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/wwdtv061hd.jpeg,https://video4.iowadot.gov:8888/ames/wwdtv061lb/playlist.m3u8,IADOT,42.008105,-93.434772,Iowa DOT,510656,WWD,Y,WWDTV061,WWD
-10204416.3803633,5141221.56531377,59558539,RA380NB11 - Center,20260531,185929,-500,12.2472724746285,I-380,RA380NB11 - Center,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA380NB11-01-CENTER.jpg,,IADOT,41.867964,-91.667832,Rest Area/Parking,510657,RA380NB11 RA380NB11 - Center,E,RA380NB11,Rest Area
-10204416.3803633,5141221.56531377,59558539,RA380NB11 - Center,20260531,185929,-500,12.2472724746285,I-380,RA380NB11 - Entry,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA380NB11-01-ENTRY.jpg,,IADOT,41.867964,-91.667832,Rest Area/Parking,510658,RA380NB11 RA380NB11 - Center,E,RA380NB11,Rest Area
-10204416.3803633,5141221.56531377,59558539,RA380NB11 - Center,20260531,185929,-500,12.2472724746285,I-380,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA380NB11-01-EXIT.jpg,,IADOT,41.867964,-91.667832,Rest Area/Parking,510659,RA380NB11 RA380NB11 - Center,E,RA380NB11,Rest Area
-10675997.0241406,5048121.05855088,59558540,CB - I-29 @ MM 52.5 (Nebraska Ave),20260531,185929,-500,52.4720660895825,I-29,CB - I-29 @ MM 52.5 (Nebraska Ave),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv17hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv17lb/playlist.m3u8,IADOT,41.242126,-95.904113,Iowa DOT,510660,Council Bluffs,Y,CBTV17,General
-10417085.8109934,5111569.44669026,59558541,DM - I-35 @ MM 88.3 (Corporate Woods DMS),20260531,185929,-500,88.2854321000974,I-35,DM - I-35 @ MM 88.3 (Corporate Woods DMS),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv037hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv037lb/playlist.m3u8,IADOT,41.669295,-93.578274,Iowa DOT,510661,Des Moines,Y,DMTV037,General
-10202922.0275189,5133880.46737438,59558542,IC - I-380 @ MM 8.7 (Iowa River),20260531,185929,-500,8.74748006227482,I-380,IC - I-380 @ MM 8.7 (Iowa River),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/ictv17hd.jpeg,https://video3.iowadot.gov:8888/cedarrapids/ictv17lb/playlist.m3u8,IADOT,41.818836,-91.654408,Iowa DOT,510662,Iowa City,Y,ICTV17,General
-10434607.3875248,5100208.6861569,59558543,DM - I-235 @ MM 2.6 (22nd St),20260531,185929,-500,2.61213010722585,I-235,DM - I-235 @ MM 2.6 (22nd St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv016hd.jpeg,https://video3.iowadot.gov:8888/ankeny/dmtv016lb/playlist.m3u8,IADOT,41.593015,-93.735673,Iowa DOT,510663,Des Moines,Y,DMTV016,General
-10671412.3309122,5046710.73722292,59558549,CB - I-29/80 @ MM 2.5 (E of Indian Creek),20260531,185929,-500,50.0086867562484,I-29,CB - I-29/80 @ MM 2.5 (E of Indian Creek),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv48hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv48lb/playlist.m3u8,IADOT,41.232599,-95.862928,Iowa DOT,510664,Council Bluffs,Y,CBTV48,General
-10429953.1196147,5100147.65911275,59558550,DM - I-235 @ MM 4.8 (56th St),20260531,185929,-500,4.778870734375,I-235,DM - I-235 @ MM 4.8 (56th St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv111hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv111lb/playlist.m3u8,IADOT,41.592605,-93.693863,Iowa DOT,510665,Des Moines,Y,DMTV111,General
-10667088.1252924,5048095.74289971,59558551,CB - I-80 @ MM 5 (Madison Ave),20260531,185929,-500,4.95188029932056,I-80,CB - I-80 @ MM 5 (Madison Ave),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv08hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv08lb/playlist.m3u8,IADOT,41.241955,-95.824083,Iowa DOT,510666,Council Bluffs,Y,CBTV08,General
-10201662.3361611,5117412.78511755,59558553,IC - I-380 @ MM 1 (Oak Hill School),20260531,185929,-500,1.01625102950284,I-380,IC - I-380 @ MM 1 (Oak Hill School),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/ictv36hd.jpeg,https://video3.iowadot.gov:8888/cedarrapids/ictv36lb/playlist.m3u8,IADOT,41.708494,-91.643092,Iowa DOT,510667,Iowa City,Y,ICTV36,General
-10201129.1158002,5115222.25266602,59558554,IC - I-380 @ MM 0.2,20260531,185929,-500,0,I-380,IC - I-380 @ MM 0.2,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/ictv03hd.jpeg,https://video3.iowadot.gov:8888/cedarrapids/ictv03lb/playlist.m3u8,IADOT,41.693802,-91.638302,Iowa DOT,510668,Iowa City,Y,ICTV03,General
-10209977.7908039,5179902.82811974,59558555,6FA - I-380 @ MM 31.5 (IWZ 3712S),20260531,185929,-500,31.3679539973942,I-380,6FA - I-380 @ MM 31.5 (IWZ 3712S),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/iwz3712slb.jpeg,https://video3.iowadot.gov:8888/cedarrapids/iwz3712slb/playlist.m3u8,IADOT,42.126203,-91.717791,Iowa DOT,510669,IWZ,Y,IWZ3712S,IWZ
-10075821.1064744,5089818.83424127,59558556,QC - I-74 @ MM 5.2 (N End of EB Bridge),20260531,185929,-500,5.15919082084805,I-74,QC - I-74 @ MM 5.2 (N End of EB Bridge),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/qctv32hd.jpeg,https://video2.iowadot.gov:8888/quadcities/qctv32lb/playlist.m3u8,IADOT,41.523175,-90.512641,Iowa DOT,510670,Quad Cities,Y,QCTV32,General
-10191396.0074422,5160212.97308189,59558557,CR - IA 13 @ MM 8.2 (Cottage Grove Pkwy),20260531,185929,-500,8.16468068752147,IA 13,CR - IA 13 @ MM 8.2 (Cottage Grove Pkwy),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/crtv50hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/crtv50lb/playlist.m3u8,IADOT,41.994883,-91.550868,Iowa DOT,510671,Cedar Rapids,Y,CRTV50,General
-10418657.1969255,5100859.7646531,59558558,DM - I-235 @ MM 10.1 (EB Exit to University Ave),20260531,185929,-500,10.1288500685481,I-235,DM - I-235 @ MM 10.1 (EB Exit to University Ave),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv106hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv106lb/playlist.m3u8,IADOT,41.597389,-93.59239,Iowa DOT,510672,Des Moines,Y,DMTV106,General
-10352702.8476593,5113570.73840662,59558559,NW - I-80 @ MM 168 (Speedway Dr),20260531,185929,-500,167.991978839796,I-80,NW - I-80 @ MM 168 (Speedway Dr),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/nwtv07hd.jpeg,https://video4.iowadot.gov:8888/ankeny/nwtv07lb/playlist.m3u8,IADOT,41.682723,-92.999912,Iowa DOT,510673,Newton,Y,NWTV07,General
-10450775.2077286,5095768.26889934,59558560,I-80 @ MM 116.9,20260531,185929,-500,116.903865699559,I-80,I-80 @ MM 116.9,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv117hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv117lb/playlist.m3u8,IADOT,41.563176,-93.880911,Iowa DOT,510674,I-80,Y,80TV117,General
-10416878.7567406,5113154.14081725,59558561,DM - I-35 @ MM 89 (Corporate Woods Dr),20260531,185929,-500,89.0184859839617,I-35,DM - I-35 @ MM 89 (Corporate Woods Dr),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv053hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv053lb/playlist.m3u8,IADOT,41.679928,-93.576414,Iowa DOT,510675,Des Moines,Y,DMTV053,General
-10433950.6025291,5125933.51591878,59558562,DM - IA 415 @ MM 13.7 (Mile Long Bridge),20260531,185929,-500,13.7072783633666,IA 415,DM - IA 415 @ MM 13.7 (Mile Long Bridge),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv066hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv066lb/playlist.m3u8,IADOT,41.765611,-93.729773,Iowa DOT,510676,Des Moines,Y,DMTV066,General
-10212016.4959583,5165366.60549195,59558563,CR - IA 100 @ MM 6.1 (E of Cedar River),20260531,185929,-500,6.06567878567501,IA 100,CR - IA 100 @ MM 6.1 (E of Cedar River),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/crtv55hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/crtv55lb/playlist.m3u8,IADOT,42.029281,-91.736105,Iowa DOT,510677,Cedar Rapids,Y,CRTV55,General
-10668833.1696301,5046503.65475751,59558565,CB - I-29 @ MM 48.8 (E I-29 Interchange),20260531,185929,-500,3.71414724838791,I-80,CB - I-29 @ MM 48.8 (E I-29 Interchange),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv57hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv57lb/playlist.m3u8,IADOT,41.2312,-95.839759,Iowa DOT,510678,Council Bluffs,Y,CBTV57,General
-10171498.9842968,4998474.77336121,59558566,D5 - US 34 @ MM 246.75 near New London ICWS QUAD (02Q),20260531,185929,-500,250.323735972596,US 34,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/Rural/D5TV02Q.jpg,,IADOT,40.90592,-91.37213,Iowa DOT,510679,Other,E,D5TV02Q,ICWS
-10725346.1789236,5227623.32107482,59558567,SC - US 20 @ MM 1.7 (Lakeport St),20260531,185929,-500,1.72898191091173,US 20,SC - US 20 @ MM 1.7 (Lakeport St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/sctv14hd.jpeg,https://video2.iowadot.gov:8888/siouxcity/sctv14lb/playlist.m3u8,IADOT,42.443344,-96.347424,Iowa DOT,510680,Sioux City,Y,SCTV14,General
-10203984.4607391,5158524.01860746,59558568,CR - I-380 @ MM 20.6 (8th St NE),20260531,185929,-500,20.6279253226269,I-380,CR - I-380 @ MM 20.6 (8th St NE),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/crtv11hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/crtv11lb/playlist.m3u8,IADOT,41.983606,-91.663952,Iowa DOT,510681,Cedar Rapids,Y,CRTV11,General
-10739611.1037518,5235421.7462921,59558569,SC - I-29 @ MM 151.8 (Big Sioux River),20260531,185929,-500,151.838338310505,I-29,SC - I-29 @ MM 151.8 (Big Sioux River),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/sctv30hd.jpeg,https://video2.iowadot.gov:8888/siouxcity/sctv30lb/playlist.m3u8,IADOT,42.495019,-96.475568,Iowa DOT,510682,Sioux City,Y,SCTV30,General
-10409451.1863564,5107698.30798378,59558570,WWD - US 65 @ MM 81.5 (8th St SW),20260531,185929,-500,81.5176605826669,US 65,WWD - US 65 @ MM 81.5 (8th St SW),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/wwdtv033hd.jpeg,https://video4.iowadot.gov:8888/ankeny/wwdtv033lb/playlist.m3u8,IADOT,41.643313,-93.509691,Iowa DOT,510683,WWD,Y,WWDTV033,WWD
-10076154.7309883,5091444.55738369,59558571,QC - I-74 @ MM 4.5 (Last Iowa Exit),20260531,185929,-500,4.38971971926923,I-74,QC - I-74 @ MM 4.5 (Last Iowa Exit),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/qctv08hd.jpeg,https://video2.iowadot.gov:8888/quadcities/qctv08lb/playlist.m3u8,IADOT,41.534108,-90.515638,Iowa DOT,510684,Quad Cities,Y,QCTV08,General
-10692805.1540554,5131390.78279623,59558572,D4 - I-29 @ Little Sioux River (76),20260531,185929,-500,95.8142437262304,I-29,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/Rural/D4TV76.jpg,,IADOT,41.802166,-96.055103,Iowa DOT,510685,Other,E,D4TV76,
-10413779.1768389,5247270.32053816,59558573,D1 - I-35 @ MM 151.5  (08),20260531,185929,-500,151.395241297264,I-35,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/Rural/D1TV08.jpg,,IADOT,42.57345,-93.54857,Iowa DOT,510686,Other,E,D1TV08,
-10519045.3363618,5085844.67918803,59558575,I-80 @ MM 83.9,20260531,185929,-500,83.8682316157206,I-80,I-80 @ MM 83.9,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv084hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv084lb/playlist.m3u8,IADOT,41.496441,-94.494192,Iowa DOT,510687,I-80,Y,80TV084,General
-10212642.668094,5152789.31747653,59558576,CR - US 30 @ MM 246.1 (Williams Blvd SW),20260531,185929,-500,246.081593726373,US 30,CR - US 30 @ MM 246.1 (Williams Blvd SW),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/crtv24hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/crtv24lb/playlist.m3u8,IADOT,41.945301,-91.74173,Iowa DOT,510688,Cedar Rapids,Y,CRTV24,General
-10059704.1592778,5098953.24439193,59558577,QC - I-80 @ MM 306 (S Cody Rd/US 67),20260531,185929,-500,305.993246766193,I-80,QC - I-80 @ MM 306 (S Cody Rd/US 67),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/qctv61hd.jpeg,https://video2.iowadot.gov:8888/quadcities/qctv61lb/playlist.m3u8,IADOT,41.58458,-90.36786,Iowa DOT,510689,Quad Cities,Y,QCTV61,General
-10288309.7542514,5115515.19919132,59558578,I-80 @ MM 198.1,20260531,185929,-500,198.112316224886,I-80,I-80 @ MM 198.1,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80TV198hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/80TV198lb/playlist.m3u8,IADOT,41.695767,-92.421459,Iowa DOT,510690,I-80,Y,80TV198,General
-10281187.7558694,5115438.86824215,59558580,I-80 @ MM 201.4,20260531,185929,-500,201.421169018858,I-80,I-80 @ MM 201.4,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80TV202hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/80TV202lb/playlist.m3u8,IADOT,41.695255,-92.357481,Iowa DOT,510691,I-80,Y,80TV202,General
-10565533.1349535,5085909.77705854,59558581,I-80 @ MM 62.1,20260531,185929,-500,62.1213614040027,I-80,I-80 @ MM 62.1,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv062hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv062lb/playlist.m3u8,IADOT,41.496879,-94.911799,Iowa DOT,510692,I-80,Y,80TV062,General
-10391806.3791487,5301105.78475987,59558583,2CH - I-35 @ MM 178.9 (IWZ 3152),20260531,185929,-500,178.856608513658,I-35,2CH - I-35 @ MM 178.9 (IWZ 3152),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/iwz3152lb.jpeg,https://video4.iowadot.gov:8888/ames/iwz3152lb/playlist.m3u8,IADOT,42.92857,-93.351185,Iowa DOT,510693,IWZ,Y,IWZ3152,IWZ
-10647754.6014094,5073097.84238062,59558584,I-80 @ MM 20.1,20260531,185929,-500,20.1092400544525,I-80,I-80 @ MM 20.1,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv020hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv020lb/playlist.m3u8,IADOT,41.410619,-95.650407,Iowa DOT,510694,I-80,Y,80TV020,General
-10484471.6175918,5227919.29469643,59558586,D1 - US 20 @ MM 121 (121),20260531,185929,-500,114.844833385286,US 20,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/Rural/D1TV121.jpg,,IADOT,42.445306,-94.183611,Iowa DOT,510695,Other,E,D1TV121,
-10263163.9057956,5228516.09742487,59558593,WL - I-380 @ MM 65.3 (US 20 East 1),20260531,185929,-500,65.2618987723304,I-380,WL - I-380 @ MM 65.3 (US 20 East 1),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/wltv12hd.jpeg,https://video4.iowadot.gov:8888/waterloo/wltv12lb/playlist.m3u8,IADOT,42.449262,-92.19557,Iowa DOT,510696,Waterloo,Y,WLTV12,General
-10354965.7502681,5162273.76202465,59558594,WWD - US 30 @ IA 330 N (46),20260531,185929,-500,178.935374372174,US 30,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/WWD/WWD46.jpg,,IADOT,42.00864,-93.02024,Iowa DOT,510697,WWD,E,WWD46,WWD
-10654933.9293291,5378189.47206144,59558587,RWIS - IA 9 MM 43 @ Sibley,20260531,185929,-500,43.2032922578453,IA 9,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_54-00.jpg,,IADOT,43.4335,-95.7149,RWIS,510698,RWIS Cameras,E,RWIS_54,RWIS
-10654933.9293291,5378189.47206144,59558587,RWIS - IA 9 MM 43 @ Sibley,20260531,185929,-500,43.2032922578453,IA 9,R54: IA 60 South,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_54-01.jpg,,IADOT,43.4335,-95.7149,RWIS,510699,RWIS Cameras,E,RWIS_54,RWIS
-10654933.9293291,5378189.47206144,59558587,RWIS - IA 9 MM 43 @ Sibley,20260531,185929,-500,43.2032922578453,IA 9,R54: IA 60/IA 9,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_54-02.jpg,,IADOT,43.4335,-95.7149,RWIS,510700,RWIS Cameras,E,RWIS_54,RWIS
-10654933.9293291,5378189.47206144,59558587,RWIS - IA 9 MM 43 @ Sibley,20260531,185929,-500,43.2032922578453,IA 9,R54: Bridge,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_54-03.jpg,,IADOT,43.4335,-95.7149,RWIS,510701,RWIS Cameras,E,RWIS_54,RWIS
